NOISE_X,NOISE_Y,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,PATH,EXERCICE
0.6660876870155334,0.7533966302871704,0.6258224248886108,0.6923187375068665,0.7164468169212341,0.6905844211578369,0.6166578531265259,0.8180040121078491,0.7439976930618286,0.8172239065170288,0.6509674191474915,0.9128220081329346,0.7046663165092468,0.8609960079193115,0.6555537581443787,0.9418281316757202,0.6953246593475342,0.8832447528839111,0.6576946377754211,0.9293978214263916,0.6907646059989929,0.8823040723800659,0.6589703559875488,0.908824622631073,0.6908352375030518,0.8691421151161194,0.6309278011322021,0.3809913098812103,0.6954965591430664,0.3853986859321594,0.5650045871734619,0.2428101152181625,0.7629669308662415,0.2796059548854828,0.5420151948928833,0.0584788657724857,0.7866665124893188,0.063976377248764,0.5539735555648804,0.0337429381906986,0.7802512645721436,0.048390831798315,0.5209729075431824,0.0226480364799499,0.7817448973655701,0.0259779095649719,./Data Train/pullup/100_pullups_pullup_f_nm_np1_fr_med_1frame80.jpg,pullup
0.6908401250839233,0.7189270257949829,0.6353275179862976,0.631287157535553,0.7410446405410767,0.6254998445510864,0.6072313785552979,0.5705963373184204,0.7529929280281067,0.5779827237129211,0.6368890404701233,0.6164984107017517,0.7176791429519653,0.6473888754844666,0.6410042643547058,0.6320294737815857,0.7109673023223877,0.663462221622467,0.6446377635002136,0.6308827996253967,0.7091804146766663,0.6662078499794006,0.6463810205459595,0.6234878897666931,0.7097879648208618,0.6582238078117371,0.6344193816184998,0.444196343421936,0.7047939896583557,0.4362758994102478,0.566228985786438,0.29262575507164,0.7806858420372009,0.2820113897323608,0.5601301193237305,0.1613380163908004,0.7776340842247009,0.1266026496887207,0.5699374675750732,0.1403908133506775,0.7620836496353149,0.1038385927677154,0.5315560102462769,0.1062579825520515,0.8247190713882446,0.0376614667475223,./Data Train/pullup/100_pullups_pullup_u_nm_np1_fr_med_0frame40.jpg,pullup
0.3798817098140716,0.2391813844442367,0.4145829081535339,0.2974272966384887,0.3434189856052398,0.3037285804748535,0.4309667646884918,0.2140712440013885,0.3302150070667267,0.2195147573947906,0.4148673415184021,0.1284550130367279,0.3445505797863006,0.1334714293479919,0.4092923104763031,0.1187777519226074,0.3426322340965271,0.1186971962451934,0.4039823114871979,0.1191654503345489,0.3471145629882812,0.1185256540775299,0.4020431637763977,0.1237007901072502,0.3493618965148926,0.124259352684021,0.400611013174057,0.4976051449775696,0.3542346060276031,0.5049920678138733,0.3806985914707184,0.5357632040977478,0.3038204312324524,0.5673977136611938,0.3879701495170593,0.6487656831741333,0.3317039608955383,0.6353105902671814,0.3924360573291778,0.6632586717605591,0.3425444960594177,0.6334272027015686,0.3854420483112335,0.6905139088630676,0.3291043639183044,0.6799414157867432,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_0frame10.jpg,pullup
0.381369024515152,0.1866303831338882,0.3979849219322204,0.2462718933820724,0.3750119805335998,0.2515807747840881,0.3866294920444488,0.1956782639026641,0.3569960296154022,0.18975830078125,0.3752681314945221,0.1512348651885986,0.3588137030601501,0.1432704031467437,0.372328370809555,0.1355602145195007,0.3619970679283142,0.1355347037315368,0.3754390776157379,0.1406263411045074,0.36011803150177,0.1336660087108612,0.3758607804775238,0.1489445865154266,0.3595238029956817,0.1407694518566131,0.3830519318580627,0.4695171415805816,0.3663381934165954,0.4696044325828552,0.3790570497512817,0.5582330822944641,0.3540638983249664,0.5774792432785034,0.3530573844909668,0.6001924276351929,0.3476279079914093,0.6086446046829224,0.3520443141460418,0.6035731434822083,0.348419040441513,0.609803318977356,0.3404507935047149,0.6230940222740173,0.338213562965393,0.6355276107788086,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_0frame30.jpg,pullup
0.37122443318367,0.1754796802997589,0.3696749210357666,0.2609278559684753,0.3797799944877624,0.26424440741539,0.3720455467700958,0.216915875673294,0.3833851516246795,0.2107862085103988,0.3693218529224396,0.1513549983501434,0.3871500194072723,0.1498723626136779,0.3670187592506408,0.1352032124996185,0.3915024399757385,0.1372842788696289,0.3706392645835876,0.1359315514564514,0.3890513181686401,0.1373333036899566,0.3720043897628784,0.1437973976135254,0.387259304523468,0.1424078643321991,0.3760474920272827,0.5070282816886902,0.3837015032768249,0.5079700946807861,0.3681474328041076,0.6771053075790405,0.3685310184955597,0.6686245799064636,0.3683387637138366,0.829175591468811,0.3569367527961731,0.8196340203285217,0.3758372664451599,0.8526453375816345,0.3634304702281952,0.843995213508606,0.3483986556529999,0.8641688823699951,0.326265424489975,0.8571330308914185,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_0frame60.jpg,pullup
0.3761356472969055,0.269472062587738,0.4130071997642517,0.3231664299964905,0.3391963839530945,0.3089396357536316,0.4185540676116943,0.2338494658470153,0.3280656337738037,0.230293408036232,0.416848748922348,0.1488250195980072,0.3427284955978393,0.1453472673892974,0.4172666668891907,0.1334468722343444,0.3448056876659393,0.1287571191787719,0.4119154810905456,0.1317321956157684,0.3499317169189453,0.1269748508930206,0.4090003371238708,0.1375534236431121,0.3506980836391449,0.1330685019493103,0.3852446377277374,0.5070306658744812,0.3411999344825744,0.5003147721290588,0.3767498433589935,0.6405792832374573,0.3449534475803375,0.6330029368400574,0.3647620975971222,0.7689346075057983,0.3448041081428528,0.7744601368904114,0.3667284846305847,0.7847962975502014,0.3487598896026611,0.793880820274353,0.3503202199935913,0.8220325708389282,0.3341982662677765,0.8249655961990356,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2frame0.jpg,pullup
0.3818185031414032,0.2690035998821258,0.4061073362827301,0.3156933188438415,0.3513677418231964,0.3152757883071899,0.4101925492286682,0.2437120378017425,0.3423774838447571,0.2348271012306213,0.4123908877372741,0.1571991145610809,0.3471419513225555,0.1476734280586242,0.411608874797821,0.1413048803806305,0.3476369380950928,0.1298751235008239,0.4026764035224914,0.1395337581634521,0.3515278697013855,0.1270077228546142,0.4005079865455627,0.1452234089374542,0.3522488474845886,0.1327955722808838,0.3870038688182831,0.5104643106460571,0.3581175804138183,0.5062005519866943,0.3773269951343536,0.6377360820770264,0.3597918152809143,0.6327886581420898,0.3698580861091614,0.7699589133262634,0.3589394390583038,0.774161696434021,0.3771255314350128,0.7907999157905579,0.3583916127681732,0.7918238043785095,0.3831032216548919,0.8137933611869812,0.3486254215240478,0.8225825428962708,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2frame10.jpg,pullup
0.3744060695171356,0.2268788814544677,0.3926816880702972,0.2787674963474273,0.3527542054653168,0.2828885316848755,0.4133222699165344,0.203491985797882,0.3417160511016845,0.2099811136722564,0.3999342918395996,0.124626874923706,0.3505142033100128,0.1292124390602111,0.3996132314205169,0.1145922467112541,0.3530792891979217,0.116555780172348,0.3964686393737793,0.1142725944519043,0.3539706766605377,0.1163252592086792,0.3950311243534088,0.1195577681064605,0.3547080457210541,0.122381143271923,0.3832158744335174,0.4823664426803589,0.3673323690891266,0.498052030801773,0.3497130870819092,0.4838544130325317,0.3043192625045776,0.5541082620620728,0.382883071899414,0.6064175963401794,0.3534899950027466,0.610737681388855,0.3918403387069702,0.6145678162574768,0.3646836578845978,0.6041846871376038,0.3896315991878509,0.6625722050666809,0.3524124324321747,0.668209433555603,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2frame20.jpg,pullup
0.3764733076095581,0.1106476113200187,0.3872353434562683,0.1778910458087921,0.3558014035224914,0.1740799248218536,0.3952106833457947,0.2157372534275055,0.3629729151725769,0.2015314549207687,0.3753188848495483,0.1904392540454864,0.3871749341487884,0.1621014475822448,0.3687733709812164,0.1839511096477508,0.3964011371135711,0.1524977684020996,0.3705460727214813,0.1802584528923034,0.3903343677520752,0.1506848633289337,0.372063547372818,0.1846755445003509,0.388220876455307,0.1571692526340484,0.3856988549232483,0.3553707897663116,0.369325578212738,0.3534684479236603,0.3872620165348053,0.4384404718875885,0.3681893944740295,0.4610446989536285,0.371773213148117,0.5262691974639893,0.3727577626705169,0.5265961289405823,0.3695999681949615,0.5404074788093567,0.3735977709293365,0.5373169779777527,0.371152251958847,0.5567144751548767,0.3735641241073608,0.5565598011016846,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2frame60.jpg,pullup
0.3856854438781738,0.2279403507709503,0.4151776731014251,0.2970969080924988,0.3479368090629577,0.2929679751396179,0.4207370281219482,0.2123759090900421,0.3308858573436737,0.207816332578659,0.4182053506374359,0.1344785094261169,0.3414105176925659,0.1311054229736328,0.4186932444572449,0.1186685562133789,0.3429036140441894,0.1161747872829437,0.4121789038181305,0.1190053522586822,0.3492691218852997,0.1169101521372795,0.4098237156867981,0.124947004020214,0.3495880961418152,0.1211171150207519,0.3926669955253601,0.5102819800376892,0.3619047701358795,0.4973393678665161,0.3734799325466156,0.5843765735626221,0.3508829474449157,0.5522269606590271,0.3679548799991607,0.6956010460853577,0.3445937931537628,0.6917198896408081,0.3660806119441986,0.7097594141960144,0.3500656485557556,0.7107681632041931,0.3641063570976257,0.7240423560142517,0.3344928026199341,0.7342212796211243,./Data Train/pullup/10_Pull_Ups_pullup_f_nm_np1_fr_goo_2frame70.jpg,pullup
0.5322769284248352,0.3827643692493438,0.5071591138839722,0.442560464143753,0.5693068504333496,0.4216467142105102,0.5102550387382507,0.3902926743030548,0.5754041075706482,0.3508559763431549,0.5423885583877563,0.3619385659694671,0.5612770915031433,0.2797150015830993,0.545756459236145,0.3570566177368164,0.5638532042503357,0.2644619643688202,0.5488570928573608,0.354680985212326,0.5550252795219421,0.2680195868015289,0.5494117736816406,0.3573746383190155,0.5520057082176208,0.2760389447212219,0.5199215412139893,0.6397880911827087,0.561962902545929,0.6399824619293213,0.5183444023132324,0.7864855527877808,0.571008563041687,0.7909456491470337,0.5165702700614929,0.9296674728393556,0.5770600438117981,0.9237016439437866,0.516435980796814,0.9464699029922484,0.5735337138175964,0.9448325634002686,0.5167576670646667,0.959549069404602,0.5830574035644531,0.9507495760917664,./Data Train/pullup/12_Pull-ups_by_female_athlete_pullup_f_cm_np1_ba_med_0frame0.jpg,pullup
0.4744951725006103,0.3796901404857635,0.4339668154716491,0.4210281372070312,0.4981490969657898,0.4309708476066589,0.421874850988388,0.3286746740341186,0.5002856254577637,0.3487686216831207,0.4128496050834656,0.2263354212045669,0.5124152898788452,0.2579018473625183,0.4071190357208252,0.210533007979393,0.5181258916854858,0.231960192322731,0.4183467924594879,0.2097779959440231,0.5091573596000671,0.2327762246131897,0.42071333527565,0.2132880091667175,0.5060837268829346,0.2385241836309433,0.4423202574253082,0.6397671103477478,0.4847561419010162,0.6398047208786011,0.4428800642490387,0.7858172655105591,0.4911794662475586,0.7857292294502258,0.4509839117527008,0.924150824546814,0.4949089586734772,0.924491047859192,0.454486072063446,0.9427682161331176,0.4917502403259277,0.9448840022087096,0.4424930512905121,0.9538200497627258,0.4995643496513366,0.9507622122764589,./Data Train/pullup/12_Pull-ups_by_female_athlete_pullup_f_cm_np1_ba_med_0frame0.jpg_fliped,pullup
